model,encoding,seed,dedup,data_volume_games,data_volume_rows,data_volume_unique,move_top1,move_top1_ci_lo,move_top1_ci_hi,move_top3,move_macro_f1,value_mse,value_mae,value_acc,value_baseline_acc,train_seconds,infer_seconds_total,infer_ms_per_sample
logreg,7,44,none,5000,152944,12722,0.8330826579525412,0.8285977131779669,0.8372667466572109,0.9399731651103153,0.8375246803098859,117.8067855834961,6.3565354347229,0.7229622255645606,0.85551900624344,109.11578416300108,0.6224996220007597,0.003367884815568346
rf,7,44,none,5000,152944,12722,0.8768191999307486,0.8732567064240457,0.8802678104224037,0.960661999415692,0.8865448712500081,73.8411636352539,3.5662477016448975,0.9274700542108054,0.85551900624344,30.120500813001854,7.63981066499764,0.04133336217902356
knn,7,44,none,5000,152944,12722,0.8029637404373654,0.7983308037131023,0.8073656043520148,0.929525953017302,0.8029012574396849,81.14448547363281,3.746913433074951,0.9216377939123754,0.85551900624344,0.023924289998831227,302.04541327100014,1.634144222767457
svm,7,44,none,5000,152944,12722,0.8277210902755986,0.8233190914210854,0.831866522227589,0.9416178841555125,0.8314244831125663,130.13754272460938,5.634843826293945,0.8116472077648051,0.85551900624344,1006.7677912449981,0.7907866109999304,0.004278361183548105
cnn,7,44,none,5000,152944,12722,0.8782637393553134,0.8752775695773232,0.8809096227342403,0.9759189326639038,0.8900795695838106,77.25588989257812,4.1708855628967285,0.8658742439161626,0.85551900624344,35.59782082699894,2.2894631769995613,0.012386591087135274
logreg,2,44,none,20000,612482,25877,0.7396312366772347,0.734274318844729,0.7450502288286119,0.8861464882002229,0.7379514623981087,120.66390228271484,6.542891025543213,0.7028414685609791,0.85551900624344,32.52053663799961,0.3918919769967033,0.0021202374941661343
rf,2,44,none,20000,612482,25877,0.8747308395641494,0.8712746085061771,0.8780677521124758,0.9604293582349568,0.8815674471880837,71.90921783447266,3.4726388454437256,0.9312301849226874,0.85551900624344,12.738494358000025,5.574142531000689,0.030157560465069677
knn,2,44,none,20000,612482,25877,0.8100620015797959,0.8055920446636294,0.8144569529712806,0.9292337989763788,0.8103026843916861,80.00467681884766,3.601740598678589,0.878463918975946,0.85551900624344,0.009612593999918317,133.35059799600276,0.7214614085936719
svm,2,44,none,20000,612482,25877,0.7255212785526473,0.7199879967538388,0.7311317543601812,0.8649112176331194,0.7244381994290048,132.07919311523438,6.050411224365234,0.7464806258588788,0.85551900624344,32.38188949300093,0.48262795300252037,0.002611142717262627
cnn,2,44,none,20000,612482,25877,0.8934611597433373,0.891242099772856,0.8955634160041204,0.9832444247270524,0.9039653366389884,72.44981384277344,3.9153308868408203,0.8737191209409524,0.85551900624344,136.23492155400163,2.195444505003252,0.011877925625173138
logreg,4,44,none,20000,612482,25877,0.7928898362855319,0.7880741190268247,0.7977215006690175,0.9171418678381683,0.7939568799963093,119.6658935546875,6.510778427124023,0.7129586547929494,0.85551900624344,97.88493937399835,0.48922278299869504,0.0026468224623104786
rf,4,44,none,20000,612482,25877,0.8761320969085774,0.8726932920043486,0.8793627895449083,0.9615276410184274,0.8840793163095007,72.02793884277344,3.486888885498047,0.9317712109243971,0.85551900624344,20.535862770000676,6.466626050998457,0.034986128369231075
knn,4,44,none,20000,612482,25877,0.807432615211487,0.8028888717446814,0.8119653221060825,0.93059177424067,0.8071566832933651,79.6921615600586,3.593400001525879,0.8785883549563392,0.85551900624344,0.014616157001000829,200.01500714299982,1.082133195965027
svm,4,44,none,20000,612482,25877,0.7894489109146585,0.7846199491152677,0.7942718136362461,0.9126459417639612,0.7873208370147874,135.0045166015625,5.877640724182129,0.766357921161691,0.85551900624344,262.4048541529992,0.6560679950016493,0.003549498441854038
cnn,4,44,none,20000,612482,25877,0.8947542118874233,0.8925225676009818,0.8968030667471886,0.9839802200893775,0.9054191286743303,71.42820739746094,3.7462260723114014,0.9081229643896686,0.85551900624344,138.23553061200073,2.2836215829993307,0.012354986544679716
logreg,7,44,none,20000,612482,25877,0.8328121449516864,0.8284777886417944,0.8370037612941499,0.9421156280770854,0.8366357284355217,116.90170288085938,6.3728837966918945,0.736958568228789,0.85551900624344,136.38883685600013,0.6584309859972564,0.00356228283755833
rf,7,44,none,20000,612482,25877,0.8771005334516376,0.8737346350862427,0.8804158298077113,0.9617656924591795,0.885484040348043,72.09705352783203,3.4853641986846924,0.9313383901230293,0.85551900624344,30.899663464002515,7.8558358080008475,0.04250211437290135
